aX,aY,aZ,gX,gY,gZ
1.751,3.977,2.761,327.881,-86.487,258.057
2.288,4.000,0.769,214.722,32.288,362.793
2.604,3.951,-0.244,82.642,61.218,324.463
2.367,3.343,-0.498,-16.052,24.048,197.144
1.848,2.600,-0.217,-91.003,-4.578,54.993
1.186,1.539,0.313,-142.944,-6.104,-78.857
0.314,0.469,0.787,-150.208,0.305,-179.871
-0.372,-0.274,0.886,-105.103,1.770,-224.060
-0.594,-0.702,0.604,-40.527,13.000,-192.444
-0.597,-0.751,0.359,-10.193,30.273,-103.271
-0.514,-0.475,0.235,-11.353,41.626,10.132
-0.266,-0.028,0.091,-15.076,53.040,108.215
0.095,0.426,-0.156,-11.963,57.678,159.851
0.397,0.758,-0.311,-7.690,41.504,160.461
0.548,0.980,-0.305,-8.911,12.268,124.939
0.613,1.042,-0.188,-13.245,-12.329,77.087
0.664,0.990,-0.065,-16.724,-22.522,34.973
0.701,0.897,0.009,-21.851,-18.616,6.958
0.764,0.806,0.063,-28.625,-7.385,-8.240
0.837,0.747,0.094,-31.982,4.761,-16.846
0.850,0.726,0.122,-34.180,19.348,-24.353
0.824,0.725,0.127,-34.607,31.494,-32.837
0.795,0.700,0.081,-32.410,38.208,-41.016
0.775,0.647,0.010,-30.640,40.710,-46.570
0.767,0.597,-0.023,-31.860,43.091,-49.927
0.755,0.566,-0.043,-35.828,46.021,-50.842
0.752,0.531,-0.062,-38.879,47.607,-48.523
0.768,0.530,-0.036,-43.884,48.096,-43.701
0.718,0.525,0.029,-52.124,47.852,-38.208
0.768,0.516,0.081,-55.176,48.828,-36.804
0.785,0.453,0.102,-46.997,44.800,-34.241
0.822,0.449,0.101,-37.781,44.739,-33.752
0.813,0.470,0.114,-34.790,48.157,-28.748
0.804,0.468,0.102,-29.602,53.833,-25.269
0.806,0.458,0.046,-18.311,57.556,-25.269
0.806,0.471,0.000,-8.301,56.396,-25.513
0.794,0.503,-0.030,-4.761,53.955,-24.597
0.753,0.534,-0.074,-5.188,54.199,-21.729
0.730,0.552,-0.142,-6.836,56.946,-15.625
0.718,0.553,-0.199,-11.719,59.021,-7.324
0.710,0.554,-0.224,-19.836,60.364,0.854
0.731,0.552,-0.213,-28.198,61.584,8.362
0.751,0.565,-0.191,-37.415,62.439,15.198
0.732,0.586,-0.159,-48.035,63.416,20.508
0.690,0.614,-0.124,-57.861,65.063,22.888
0.668,0.635,-0.090,-64.392,66.040,22.339
0.668,0.637,-0.063,-65.002,65.063,18.616
0.694,0.604,-0.072,-61.462,63.904,13.977
0.719,0.557,-0.132,-54.504,65.552,10.010
0.713,0.527,-0.207,-45.837,68.726,7.141
0.700,0.513,-0.288,-34.973,71.655,3.540
0.683,0.540,-0.349,-27.588,72.571,-1.770
0.642,0.580,-0.395,-26.550,71.533,-6.531
0.592,0.590,-0.434,-29.785,70.557,-10.803
0.552,0.575,-0.457,-34.851,70.251,-14.465
0.535,0.573,-0.445,-42.480,69.031,-14.893
0.552,0.580,-0.428,-52.673,66.345,-11.230
0.561,0.558,-0.430,-60.242,66.895,-7.812
0.578,0.528,-0.411,-62.927,67.017,-7.629
0.597,0.522,-0.403,-60.486,61.829,-9.460
0.596,0.532,-0.432,-54.810,55.969,-13.123
0.583,0.536,-0.474,-48.340,52.551,-20.020
0.570,0.530,-0.517,-44.250,50.842,-26.428
0.535,0.515,-0.550,-43.579,49.194,-30.212
0.510,0.510,-0.557,-46.021,46.204,-31.555
0.516,0.503,-0.553,-52.612,43.640,-29.480
0.522,0.474,-0.547,-59.814,43.701,-24.475
0.536,0.443,-0.556,-63.782,46.204,-18.494
0.585,0.426,-0.566,-65.369,47.729,-12.756
0.620,0.412,-0.589,-63.354,47.546,-10.254
0.621,0.404,-0.612,-58.716,45.471,-12.451
0.589,0.412,-0.627,-52.856,42.542,-17.700
0.552,0.438,-0.636,-48.706,38.086,-23.010
0.506,0.446,-0.670,-44.312,34.790,-26.367
0.496,0.442,-0.721,-40.771,33.936,-27.771
0.518,0.406,-0.784,-37.903,33.081,-26.367
0.503,0.362,-0.857,-34.363,32.104,-23.376
0.503,0.353,-0.906,-33.630,28.931,-19.592
0.506,0.349,-0.932,-35.217,24.841,-16.174
0.500,0.351,-0.941,-39.978,22.400,-13.000
0.471,0.356,-0.918,-46.753,20.996,-9.949
0.449,0.365,-0.866,-51.453,18.311,-7.019
0.449,0.367,-0.830,-53.040,15.137,-5.127
0.466,0.352,-0.836,-49.683,13.184,-2.869
0.503,0.319,-0.867,-42.297,12.451,-1.648
0.539,0.300,-0.910,-33.386,10.315,-2.075
0.582,0.303,-0.961,-25.574,7.385,-4.150
0.603,0.294,-1.003,-20.325,4.700,-7.874
0.604,0.284,-1.016,-19.836,0.854,-13.794
0.596,0.277,-1.009,-23.743,-3.784,-18.433
0.576,0.260,-0.987,-30.396,-7.324,-20.264
0.554,0.245,-0.947,-38.025,-10.254,-19.470
0.542,0.233,-0.903,-44.312,-13.062,-16.174
0.870,-0.339,-1.513,35.095,-81.116,21.301
0.922,-0.452,-1.544,45.105,-85.510,23.315
0.996,-0.564,-1.614,52.612,-86.670,31.982
1.093,-0.721,-1.729,55.420,-86.609,43.884
1.261,-0.928,-1.893,61.707,-77.209,54.932
1.484,-1.135,-2.091,73.853,-58.167,67.932
1.653,-1.254,-2.270,93.567,-34.851,84.656
1.724,-1.265,-2.393,113.037,-14.343,99.182
1.689,-1.236,-2.450,116.211,-4.639,99.915
1.615,-1.224,-2.495,118.042,-3.235,87.219
1.458,-1.289,-2.638,130.493,-1.099,61.462
1.086,-1.323,-2.748,152.771,4.333,19.653
0.433,-1.231,-2.792,171.997,3.174,-33.447
-0.448,-1.071,-2.842,190.002,-2.197,-103.210
-1.615,-0.932,-2.965,200.928,-12.329,-188.171
-3.127,-0.846,-2.960,189.636,-63.049,-277.588
-4.000,-0.979,-2.185,145.508,-199.524,-333.130
-4.000,-1.015,-0.214,17.456,-417.542,-235.535
-4.000,0.235,2.535,-145.569,-572.632,147.949
-4.000,3.107,4.000,-284.302,-466.064,686.646
-4.000,4.000,4.000,-339.233,-148.376,1086.914
-1.317,4.000,4.000,-151.184,148.682,1122.253
-0.133,4.000,4.000,104.309,141.541,802.979
0.890,4.000,4.000,264.099,-35.950,440.613
1.960,4.000,1.881,366.943,-114.502,164.124
2.643,4.000,1.018,243.225,-139.954,-3.540
2.347,2.003,1.961,59.082,-137.817,-79.712
1.706,0.291,2.401,-37.842,-59.631,-131.226
0.930,-0.256,1.768,-30.090,38.208,-141.846
-0.158,-0.012,0.717,1.526,124.146,-101.929
-0.876,0.102,-0.192,17.456,170.654,-54.932
-1.049,0.306,-0.556,27.649,163.818,-26.001
-0.826,0.511,-0.451,39.795,121.460,-14.893
-0.674,0.568,-0.329,57.739,82.764,-21.667
-0.683,0.518,-0.405,78.247,60.547,-41.138
-0.616,0.530,-0.524,87.219,29.907,-56.885
-0.678,0.604,-0.547,70.862,10.864,-47.974
-0.692,0.661,-0.513,41.687,9.460,-23.926
-0.498,0.768,-0.449,14.893,4.272,8.911
-0.174,0.860,-0.312,-7.751,-1.465,39.673
0.175,0.897,-0.068,-24.780,-5.737,55.969
0.464,0.932,0.175,-31.555,-8.667,54.993
0.641,0.978,0.285,-24.048,-7.629,38.818
0.681,1.004,0.248,-7.202,-4.211,12.146
0.623,1.013,0.136,11.719,-4.272,-16.907
0.574,1.038,0.030,24.902,-12.756,-43.091
0.507,1.036,-0.076,27.954,-19.775,-55.969
0.454,1.024,-0.113,23.132,-19.958,-56.152
0.427,1.028,-0.163,18.066,-18.372,-47.668
0.444,1.056,-0.205,10.193,-16.479,-33.813
0.496,1.108,-0.190,-1.038,-12.512,-18.799
0.545,1.136,-0.196,-9.583,-7.996,-9.521
0.540,1.099,-0.253,-12.512,-4.761,-12.512
0.505,1.089,-0.222,-12.634,-5.981,-22.522
0.473,1.096,-0.153,-11.414,-8.179,-32.288
0.474,1.054,-0.137,-8.545,-7.996,-40.833
0.438,1.018,-0.148,-7.751,-7.812,-46.753
0.455,1.004,-0.114,-4.028,-7.629,-49.744
0.461,0.958,-0.155,-4.028,-7.202,-52.124
0.463,0.939,-0.172,-5.798,-5.493,-52.612
0.458,0.961,-0.164,-10.498,-6.714,-41.138
0.474,0.982,-0.142,-20.813,-3.479,-27.832
0.495,0.974,-0.142,-27.954,0.427,-18.188
0.510,0.950,-0.156,-30.762,1.709,-13.855
0.523,0.944,-0.154,-32.654,0.305,-12.756
0.521,0.967,-0.115,-36.072,0.183,-14.221
0.520,0.971,-0.090,-36.987,2.991,-16.724
0.534,0.968,-0.105,-35.461,6.226,-18.738
0.554,0.968,-0.118,-34.790,7.507,-20.569
0.548,0.931,-0.161,-32.654,8.362,-25.879
0.525,0.875,-0.213,-26.245,7.751,-35.645
0.492,0.853,-0.241,-20.325,3.296,-44.800
0.450,0.862,-0.251,-18.188,-2.075,-50.354
0.433,0.891,-0.265,-20.081,-4.456,-50.842
0.432,0.914,-0.278,-26.062,-2.380,-46.692
0.450,0.906,-0.285,-33.936,0.427,-41.260
0.479,0.871,-0.264,-42.603,2.197,-36.621
0.508,0.826,-0.214,-48.218,3.174,-33.875
0.540,0.797,-0.168,-49.072,4.333,-32.776
0.560,0.778,-0.140,-48.035,6.531,-33.569
0.568,0.762,-0.130,-46.631,9.949,-35.828
0.568,0.747,-0.137,-44.739,12.573,-39.063
0.553,0.722,-0.138,-41.138,12.207,-42.664
0.516,0.702,-0.150,-35.767,10.498,-46.204
0.500,0.691,-0.176,-30.029,11.108,-49.194
0.485,0.702,-0.204,-26.184,12.878,-49.683
0.463,0.714,-0.245,-23.804,15.198,-46.997
0.465,0.713,-0.291,-21.790,16.663,-42.969
0.473,0.713,-0.319,-22.156,15.869,-37.903
0.479,0.724,-0.316,-24.353,14.648,-33.875
0.483,0.740,-0.297,-26.184,14.404,-31.006
0.490,0.744,-0.287,-25.085,15.198,-28.564
0.511,0.732,-0.297,-22.034,15.564,-27.832
0.532,0.710,-0.318,-18.799,14.709,-30.090
0.540,0.691,-0.334,-16.113,13.184,-33.752
0.539,0.680,-0.342,-14.526,11.536,-37.537
0.522,0.675,-0.344,-13.062,10.559,-40.283
0.509,0.674,-0.350,-12.573,10.620,-41.077
0.494,0.668,-0.357,-13.611,12.085,-39.917
0.478,0.668,-0.355,-15.625,14.465,-36.499
0.478,0.660,-0.362,-17.639,16.907,-31.616
0.491,0.646,-0.367,-19.775,18.555,-26.245
0.502,0.648,-0.365,-22.644,18.311,-21.118
0.516,0.648,-0.366,-23.865,19.043,-17.395
0.549,0.642,-0.374,-23.193,20.691,-15.381
0.572,0.651,-0.369,-22.217,21.423,-15.442
0.577,0.677,-0.348,-22.034,20.325,-16.663
0.580,0.694,-0.345,-21.179,18.799,-19.104
0.590,0.692,-0.355,-19.348,17.151,-21.912
0.599,0.691,-0.373,-16.846,15.442,-25.513
0.597,0.694,-0.385,-15.625,15.198,-29.358
0.590,0.694,-0.408,-14.771,16.357,-32.654
0.580,0.691,-0.427,-13.306,16.602,-35.095
0.570,0.696,-0.430,-12.878,15.503,-36.438
0.563,0.715,-0.416,-13.611,14.343,-37.048
0.565,0.724,-0.397,-14.893,13.672,-37.354
0.573,0.728,-0.387,-15.747,14.343,-36.865
0.587,0.734,-0.376,-16.418,15.381,-36.133
0.604,0.741,-0.361,-17.883,16.541,-35.461
0.971,0.261,-1.207,86.304,62.439,101.379
0.906,0.229,-1.249,77.881,48.767,70.313
0.938,0.202,-1.266,73.547,28.259,38.391
0.964,0.176,-1.280,77.087,5.920,5.554
0.925,0.115,-1.317,83.740,-11.353,-26.367
0.891,0.046,-1.345,91.614,-24.353,-53.406
0.886,0.010,-1.355,95.642,-33.264,-69.580
0.824,-0.009,-1.411,95.886,-33.447,-70.801
0.801,-0.018,-1.470,94.971,-26.917,-56.946
0.764,0.010,-1.510,88.745,-16.235,-30.029
0.724,0.132,-1.573,79.529,-0.244,5.310
0.730,0.265,-1.693,74.768,20.142,41.199
0.791,0.398,-1.830,73.486,40.344,70.251
0.770,0.490,-2.000,72.083,56.030,89.050
0.773,0.549,-2.195,70.801,66.162,100.159
0.750,0.623,-2.410,71.472,70.923,108.215
0.618,0.548,-2.678,72.815,71.350,116.638
0.633,0.392,-3.021,79.651,72.937,121.643
0.833,0.082,-3.411,89.966,69.702,121.704
0.881,-0.379,-3.830,97.168,64.819,113.220
0.886,-0.687,-4.000,95.581,63.354,93.201
0.644,-0.778,-4.000,66.772,58.594,69.885
0.210,-0.800,-3.993,28.442,40.894,44.006
-0.243,-0.809,-3.682,-10.071,8.240,21.729
-0.892,-0.807,-3.284,-62.317,-30.090,13.184
-1.663,-0.802,-2.630,-126.892,-72.571,13.000
-2.429,-0.971,-1.573,-184.631,-112.488,24.414
-3.315,-1.165,-0.156,-215.454,-138.916,61.951
-3.994,-1.019,1.851,-167.358,-156.677,141.846
-3.873,0.347,3.989,-26.123,-198.242,260.986
-2.478,2.707,4.000,124.939,-285.889,370.300
-1.307,3.796,4.000,298.035,-326.477,398.926
0.212,3.753,4.000,362.183,-282.959,348.816
0.776,4.000,4.000,233.459,-228.943,377.563
0.685,4.000,4.000,13.184,-131.775,479.431
1.905,4.000,4.000,23.071,4.700,507.080
2.919,4.000,2.685,149.719,40.527,406.799
3.163,3.373,1.443,148.499,-13.916,193.359
2.380,2.073,0.775,110.168,-50.720,-63.354
0.981,1.048,0.392,91.309,-73.181,-270.508
-0.111,0.507,0.073,62.561,-65.796,-332.153
-0.838,0.189,-0.341,22.644,-26.978,-266.174
-1.032,-0.177,-0.635,-28.931,18.066,-143.555
-0.700,-0.296,-0.514,-94.482,47.607,-15.198
-0.255,-0.169,-0.139,-145.203,52.124,81.421
0.122,0.004,0.268,-153.381,47.058,120.605
0.341,0.201,0.435,-120.483,44.006,110.168
0.364,0.376,0.243,-67.444,46.387,80.200
0.209,0.476,-0.132,-22.278,49.011,42.969
0.014,0.558,-0.430,2.747,45.776,10.254
-0.187,0.654,-0.585,15.137,35.400,-7.874
-0.332,0.704,-0.693,23.437,25.574,-10.681
-0.388,0.726,-0.811,24.963,19.409,-2.930
-0.302,0.746,-0.807,13.611,11.475,12.268
-0.159,0.747,-0.697,-6.775,3.418,30.029
0.016,0.747,-0.588,-25.635,-1.709,43.884
0.233,0.736,-0.459,-38.025,-6.775,50.415
0.389,0.744,-0.332,-43.518,-9.399,48.950
0.443,0.790,-0.257,-41.199,-9.399,37.781
0.414,0.825,-0.253,-30.396,-8.972,20.020
0.338,0.802,-0.339,-17.090,-8.972,1.038
0.233,0.774,-0.403,-6.775,-11.108,-15.442
0.143,0.749,-0.414,0.000,-16.479,-25.269
0.082,0.716,-0.453,5.005,-18.494,-25.146
0.095,0.706,-0.465,5.005,-15.503,-15.137
0.141,0.736,-0.422,-0.671,-10.986,2.869
0.180,0.780,-0.361,-7.507,-5.981,21.362
0.259,0.815,-0.323,-8.606,-2.441,33.386
0.354,0.849,-0.309,-3.845,-2.075,36.804
0.408,0.881,-0.294,2.808,-4.517,31.799
0.430,0.913,-0.291,11.780,-7.263,21.851
0.424,0.930,-0.305,20.813,-10.498,10.803
0.417,0.943,-0.330,24.170,-13.062,3.479
0.337,0.901,-0.374,21.484,-12.085,-4.089
0.232,0.917,-0.451,16.846,-4.333,-5.737
0.194,0.888,-0.449,13.550,-8.667,-4.333
0.194,0.888,-0.424,6.775,-13.916,-2.563
0.203,0.893,-0.397,0.549,-13.428,5.920
0.226,0.899,-0.352,-6.653,-9.644,13.000
0.243,0.933,-0.304,-13.123,-3.845,19.531
0.279,0.924,-0.281,-12.207,-0.305,22.644
0.352,0.903,-0.278,-8.850,0.061,19.897
0.411,0.901,-0.266,-4.822,0.000,14.160
0.405,0.907,-0.258,-1.221,2.075,6.958
0.390,0.902,-0.277,2.319,3.357,-1.709
0.346,0.879,-0.321,7.202,0.366,-9.399
0.285,0.874,-0.363,10.193,-2.869,-15.015
0.259,0.878,-0.384,9.827,-4.517,-16.479
0.255,0.872,-0.384,7.141,-6.226,-13.916
0.270,0.864,-0.370,3.235,-6.836,-9.155
0.287,0.859,-0.352,0.061,-6.104,-5.249
0.296,0.852,-0.345,-1.648,-5.066,-2.930
0.310,0.849,-0.342,-1.587,-4.089,-2.136
0.324,0.837,-0.336,0.061,-3.479,-3.296
0.325,0.811,-0.351,4.089,-3.418,-5.188
0.319,0.809,-0.349,7.324,-3.967,-6.775
0.308,0.817,-0.336,9.583,-4.150,-6.897
0.308,0.829,-0.336,11.597,-2.441,-5.615
0.295,0.849,-0.338,11.719,-0.061,-3.906
0.298,0.895,-0.356,8.667,3.052,-1.221
0.305,0.898,-0.355,9.155,4.822,1.892
0.328,0.900,-0.369,8.362,3.967,1.709
0.328,0.904,-0.393,5.737,5.554,2.930
0.325,0.900,-0.388,3.113,5.066,1.587
0.306,0.890,-0.368,0.244,3.296,-0.427
0.285,0.877,-0.342,-1.892,1.099,-0.427
0.287,0.861,-0.317,-2.625,0.183,1.404
0.293,0.863,-0.301,-2.441,0.916,5.005
0.306,0.867,-0.291,-1.770,2.869,9.033
0.313,0.877,-0.312,-0.427,6.409,12.024
0.305,0.899,-0.338,1.099,9.827,13.306
0.292,0.924,-0.356,1.526,10.559,12.817
0.289,0.932,-0.368,2.258,8.545,10.559
0.282,0.944,-0.372,2.502,5.981,7.751
0.272,0.956,-0.375,2.014,4.517,4.883
0.262,0.951,-0.398,1.404,4.150,2.136
0.241,0.938,-0.408,-0.427,4.456,0.305
0.229,0.916,-0.400,-2.869,3.845,-0.305
0.222,0.892,-0.389,-4.272,2.991,-0.488
0.558,-0.230,-2.261,58.289,25.085,95.398
0.612,-0.451,-2.767,77.881,31.372,89.539
0.606,-0.730,-3.486,114.502,28.687,79.163
0.442,-0.921,-4.000,102.905,1.587,72.205
0.351,-1.004,-4.000,7.080,-54.138,54.932
0.323,-1.124,-3.789,-127.258,-108.337,31.921
0.240,-1.423,-3.177,-226.196,-131.104,19.775
0.279,-1.874,-2.572,-264.404,-111.328,14.587
0.362,-2.495,-2.072,-254.639,-72.388,10.193
0.131,-3.116,-1.552,-216.614,-50.476,20.752
-0.431,-3.662,-1.052,-161.621,-39.307,64.148
-1.204,-4.000,-0.562,-75.500,-21.606,150.696
-2.138,-3.839,0.024,59.692,0.122,274.109
-3.187,-2.482,1.074,224.060,5.493,397.766
-3.772,-0.267,1.846,408.813,-39.978,490.662
-3.544,2.199,2.444,574.341,-152.893,506.897
-3.211,3.956,2.940,648.865,-268.738,385.132
-3.344,4.000,3.182,605.713,-341.431,208.008
-3.393,4.000,3.479,494.446,-391.663,114.136
-2.721,4.000,3.285,358.765,-398.254,147.644
-1.580,4.000,3.309,189.575,-332.031,267.029
0.114,4.000,3.926,6.470,-246.277,387.329
2.210,3.801,3.732,-7.629,-198.608,371.399
3.667,2.623,3.583,44.617,-208.862,223.816
3.889,1.516,3.194,100.037,-192.322,58.044
2.826,0.661,2.179,127.075,-84.961,-58.289
1.121,0.303,0.923,106.873,42.603,-89.294
-0.266,0.390,-0.216,60.303,130.066,-44.983
-1.066,0.688,-0.912,9.094,165.955,15.808
-1.228,0.871,-1.110,-32.410,152.466,46.387
-1.077,0.782,-1.034,-49.805,103.394,30.518
-0.847,0.593,-0.770,-46.021,45.776,-8.728
-0.587,0.374,-0.426,-31.677,3.052,-41.260
-0.338,0.189,-0.065,-12.268,-14.893,-46.875
-0.163,0.173,0.121,12.268,-11.963,-30.334
-0.056,0.338,0.045,38.574,-2.502,-10.010
-0.031,0.599,-0.086,48.706,3.113,5.493
0.008,0.876,-0.211,42.542,8.118,19.226
0.068,1.005,-0.297,24.719,12.817,29.724
0.176,1.006,-0.237,0.183,12.146,33.081
0.296,1.003,-0.110,-19.592,6.836,28.076
0.364,1.016,-0.031,-27.771,2.869,17.700
0.338,0.993,-0.037,-27.832,0.427,4.028
0.322,0.963,-0.035,-23.621,-1.038,-10.986
0.325,0.914,0.018,-17.090,-2.258,-23.437
0.299,0.830,0.021,-5.981,0.488,-30.090
0.217,0.748,-0.020,7.263,6.104,-31.799
0.181,0.742,-0.055,17.151,8.057,-26.428
0.142,0.783,-0.127,26.367,8.545,-11.169
0.169,0.865,-0.193,27.039,9.827,0.122
0.212,0.981,-0.196,21.118,10.010,9.644
0.307,1.070,-0.207,15.442,7.141,12.817
0.375,1.095,-0.208,8.850,4.578,7.202
0.401,1.106,-0.164,1.465,1.404,-4.089
0.400,1.093,-0.130,-2.563,-1.953,-15.381
0.349,1.063,-0.133,-3.967,-2.441,-24.597
0.292,1.040,-0.152,-3.906,0.061,-29.724
0.243,1.000,-0.172,-3.662,3.479,-28.687
0.196,0.956,-0.182,-3.296,6.226,-21.729
0.218,0.935,-0.189,-1.892,8.057,-13.367
0.266,0.947,-0.186,-0.549,8.057,-6.470
0.303,0.968,-0.193,0.732,7.507,-4.333
0.314,0.992,-0.214,2.747,5.920,-6.958
0.310,1.010,-0.240,3.906,1.404,-13.733
0.290,0.997,-0.270,2.991,-2.869,-21.301
0.277,0.974,-0.284,-0.244,-5.066,-26.367
0.256,0.940,-0.272,-4.211,-6.531,-28.992
0.225,0.893,-0.257,-6.104,-8.850,-30.273
0.236,0.857,-0.216,-6.958,-10.803,-28.931
0.226,0.824,-0.147,-6.226,-11.047,-23.987
0.237,0.784,-0.121,-2.136,-8.606,-16.602
0.300,0.773,-0.141,3.479,-4.211,-7.996
0.343,0.797,-0.140,6.348,-1.465,-1.648
0.338,0.819,-0.161,8.972,-0.305,-0.122
0.341,0.851,-0.201,11.902,-1.221,-2.747
0.306,0.884,-0.219,11.108,-3.845,-6.775
0.258,0.888,-0.227,7.080,-6.165,-10.437
0.251,0.877,-0.221,1.282,-7.935,-10.925
0.252,0.840,-0.190,-5.432,-8.179,-7.568
0.244,0.791,-0.157,-10.986,-6.348,-2.502
0.250,0.761,-0.130,-12.329,-4.517,2.319
0.277,0.769,-0.117,-10.315,-4.089,5.798
0.304,0.793,-0.103,-6.775,-2.686,8.118
0.305,0.820,-0.107,-2.808,-1.282,10.498
0.304,0.865,-0.133,-2.686,1.831,13.000
0.309,0.893,-0.123,-3.174,3.113,13.184
0.293,0.897,-0.124,-2.502,0.549,8.484
0.279,0.897,-0.159,0.061,-2.441,2.625
0.270,0.907,-0.176,0.671,-4.456,-1.404
0.280,0.909,-0.180,-0.488,-5.493,-2.747
0.300,0.903,-0.164,-2.441,-4.883,-2.014
0.304,0.889,-0.152,-4.150,-4.456,-0.671
0.300,0.866,-0.141,-4.395,-4.639,-0.671
0.303,0.854,-0.106,-3.479,-5.920,0.183
0.300,0.857,-0.092,-0.793,-6.409,1.831
0.320,0.873,-0.111,2.258,-5.310,3.662
0.319,0.891,-0.137,3.601,-4.333,4.639
0.318,0.913,-0.153,4.211,-3.845,3.723
0.317,0.926,-0.172,5.005,-4.333,2.258
0.304,0.933,-0.190,5.127,-4.700,0.916
0.291,0.946,-0.197,4.089,-4.944,-0.305
0.286,0.956,-0.188,1.892,-5.127,-0.732
0.291,0.945,-0.169,-0.488,-5.249,-0.671
0.304,0.932,-0.144,-3.052,-5.066,1.038
0.336,0.918,-0.118,-5.005,-3.723,3.601
0.362,0.902,-0.096,-5.310,-1.648,4.761
0.366,0.891,-0.095,-3.967,0.854,4.150
0.355,0.883,-0.107,-1.038,1.282,2.197
0.334,0.880,-0.124,2.075,-0.305,-1.038
0.321,0.890,-0.142,3.662,-1.221,-3.113
0.317,0.907,-0.150,3.418,-1.099,-3.174
0.322,0.922,-0.156,0.916,0.732,-1.709
0.324,0.930,-0.155,-2.808,3.235,0.488
0.318,0.928,-0.161,-5.859,5.432,2.808
0.302,0.926,-0.172,-8.179,6.775,4.944
0.281,0.917,-0.172,-9.583,6.226,6.409
0.271,0.908,-0.161,-9.583,3.845,6.531
0.264,0.906,-0.144,-8.423,0.977,5.310
0.259,0.908,-0.135,-6.042,-0.488,4.578
0.349,0.063,-2.365,58.167,40.649,76.477
0.499,-0.079,-2.603,68.115,33.752,76.721
0.713,-0.217,-2.849,83.313,24.719,79.102
0.939,-0.314,-3.061,100.830,15.198,87.708
1.077,-0.338,-3.231,120.972,5.859,96.191
1.067,-0.424,-3.535,138.367,5.493,90.149
1.046,-0.581,-3.963,157.104,10.315,59.998
0.978,-0.742,-4.000,161.438,-3.723,17.700
0.923,-0.796,-4.000,133.728,-50.049,-16.602
0.700,-0.792,-4.000,77.942,-100.159,-33.813
0.283,-0.938,-3.798,15.503,-120.911,-41.260
-0.062,-1.106,-3.465,-37.476,-129.089,-43.762
-0.603,-1.351,-2.968,-78.491,-146.057,-42.297
-1.372,-1.706,-2.295,-99.121,-169.250,-45.471
-2.209,-2.089,-1.338,-90.637,-205.750,-36.926
-3.412,-2.229,0.416,-48.340,-268.677,12.451
-3.999,-1.769,2.351,33.081,-347.290,119.507
-3.865,-0.451,3.946,189.819,-405.640,262.695
-3.166,1.514,4.000,318.176,-432.983,357.422
-2.760,2.916,4.000,351.807,-400.696,380.737
-2.734,3.926,4.000,247.559,-301.086,371.643
-2.049,4.000,4.000,104.797,-226.624,379.639
-1.184,4.000,4.000,14.587,-192.383,414.917
0.554,4.000,4.000,30.396,-152.954,389.038
2.151,4.000,3.018,100.037,-131.287,231.812
2.490,2.579,2.461,105.957,-150.513,1.160
1.676,1.178,2.324,70.313,-128.174,-167.358
0.517,0.354,1.720,42.847,-49.133,-186.401
-0.106,0.214,0.674,34.912,46.936,-77.148
-0.234,0.556,0.016,3.723,107.239,59.875
-0.060,0.922,-0.229,-32.715,119.141,133.118
0.162,1.068,-0.378,-39.001,98.999,124.451
0.215,1.055,-0.388,-29.175,60.974,62.439
0.060,0.930,-0.305,-20.752,28.076,-0.671
-0.170,0.694,-0.191,-19.348,15.503,-32.288
-0.278,0.452,-0.077,-17.639,13.367,-36.621
-0.262,0.361,-0.009,-10.498,10.681,-24.658
-0.181,0.384,-0.022,-2.136,10.925,-8.606
-0.091,0.517,-0.017,0.977,11.902,6.409
-0.027,0.656,-0.064,2.075,13.245,18.372
0.067,0.804,-0.099,2.380,13.000,20.996
0.186,0.911,-0.084,0.854,6.714,15.747
0.231,0.945,-0.101,-0.488,1.587,5.005
0.236,0.936,-0.082,-3.357,-2.380,-7.141
0.192,0.868,-0.097,-6.470,-8.057,-16.785
0.186,0.776,-0.089,-7.874,-11.719,-22.461
0.222,0.729,-0.046,-7.385,-14.893,-19.775
0.308,0.751,-0.012,-5.066,-14.038,-9.583
0.406,0.821,0.021,-3.357,-10.254,1.892
0.490,0.899,0.056,-1.526,-7.324,10.254
0.557,0.982,0.072,1.587,-5.371,12.329
0.589,1.051,0.081,4.639,-4.089,8.728
0.559,1.077,0.008,7.751,-1.282,0.732
0.493,1.103,-0.032,7.996,0.793,-8.362
0.419,1.135,-0.030,5.981,-0.366,-15.137
0.356,1.148,-0.059,2.625,-0.610,-18.250
0.330,1.091,0.004,-1.831,-1.953,-19.958
0.287,0.991,0.024,-7.568,-3.357,-17.151
0.302,0.907,0.037,-9.155,-2.625,-8.850
0.359,0.864,0.094,-10.071,-1.343,-0.305
0.410,0.860,0.089,-8.118,2.075,9.705
0.422,0.898,0.034,-2.563,6.775,13.855
0.398,0.950,-0.026,3.784,6.958,9.521
0.368,1.000,-0.060,8.911,2.869,0.854
0.363,1.036,-0.093,11.536,-0.854,-6.653
0.379,1.037,-0.115,9.583,-2.686,-13.306
0.371,0.997,-0.104,3.296,-3.235,-18.066
0.341,0.932,-0.097,-3.906,-2.502,-18.738
0.310,0.872,-0.094,-10.742,-0.854,-15.137
0.325,0.831,-0.078,-16.785,1.160,-8.911
0.328,0.801,-0.035,-18.372,1.160,-1.831
0.348,0.789,-0.025,-19.165,2.136,4.150
0.352,0.785,-0.006,-16.113,3.113,8.179
