Red,Green,Blue
0.296,0.296,0.407
0.296,0.296,0.408
0.298,0.295,0.407
0.298,0.296,0.406
0.299,0.295,0.406
0.302,0.295,0.403
0.307,0.294,0.399
0.305,0.295,0.400
0.312,0.296,0.393
0.311,0.297,0.392
0.345,0.292,0.363
0.395,0.285,0.319
0.407,0.284,0.309
0.363,0.293,0.344
0.388,0.284,0.329
0.309,0.295,0.395
0.338,0.292,0.370
0.314,0.294,0.391
0.312,0.294,0.394
0.311,0.295,0.394
0.305,0.295,0.400
0.305,0.294,0.401
0.304,0.294,0.402
0.303,0.295,0.403
0.303,0.295,0.403
0.305,0.294,0.401
0.308,0.294,0.398
0.308,0.294,0.398
0.308,0.294,0.398
0.306,0.294,0.399
0.308,0.293,0.399
0.308,0.293,0.399
0.308,0.294,0.398
0.307,0.295,0.398
0.308,0.294,0.398
0.307,0.295,0.398
0.306,0.295,0.399
0.306,0.295,0.399
0.307,0.295,0.399
0.306,0.295,0.399
0.306,0.295,0.399
0.304,0.295,0.400
0.305,0.296,0.399
0.305,0.296,0.400
0.303,0.296,0.401
0.303,0.295,0.402
0.302,0.296,0.402
0.303,0.295,0.402
0.303,0.295,0.402
0.305,0.295,0.401
0.308,0.294,0.398
0.310,0.295,0.395
0.328,0.291,0.381
0.348,0.290,0.363
0.360,0.283,0.358
0.385,0.272,0.343
0.455,0.255,0.290
0.517,0.230,0.253
0.494,0.241,0.264
0.496,0.248,0.256
0.479,0.249,0.272
0.486,0.252,0.263
0.507,0.237,0.257
0.513,0.235,0.252
0.475,0.258,0.266
0.467,0.267,0.266
0.443,0.273,0.284
0.447,0.251,0.302
0.467,0.248,0.285
0.458,0.244,0.297
0.384,0.275,0.342
0.343,0.283,0.375
0.326,0.286,0.388
0.311,0.290,0.398
0.307,0.293,0.400
0.315,0.290,0.395
0.326,0.286,0.388
0.304,0.294,0.403
0.305,0.292,0.403
0.304,0.293,0.403
0.304,0.294,0.402
0.304,0.294,0.402
0.304,0.293,0.403
0.302,0.293,0.405
0.302,0.294,0.404
0.304,0.293,0.403
0.304,0.293,0.402
0.304,0.294,0.402
0.305,0.293,0.402
0.304,0.294,0.402
0.304,0.294,0.402
0.304,0.294,0.403
0.304,0.293,0.403
0.304,0.293,0.403
0.304,0.293,0.403
0.301,0.295,0.404
0.302,0.293,0.405
0.300,0.293,0.407
0.300,0.293,0.408
0.299,0.295,0.406
0.300,0.293,0.406
0.300,0.293,0.408
0.299,0.292,0.408
0.299,0.292,0.408
0.299,0.295,0.406
0.300,0.293,0.408
0.301,0.294,0.405
0.300,0.293,0.407
0.316,0.292,0.392
0.341,0.289,0.370
0.343,0.287,0.370
0.326,0.291,0.383
0.340,0.290,0.369
0.331,0.294,0.375
0.317,0.294,0.390
0.324,0.292,0.384
0.341,0.291,0.368
0.368,0.287,0.345
0.411,0.273,0.316
0.438,0.266,0.297
0.387,0.279,0.334
0.329,0.290,0.382
0.313,0.294,0.392
0.307,0.294,0.398
0.309,0.294,0.398
0.309,0.294,0.397
0.311,0.294,0.395
0.350,0.288,0.361
0.355,0.299,0.346
0.389,0.287,0.324
0.354,0.286,0.359
0.329,0.290,0.381
0.323,0.290,0.387
0.325,0.290,0.385
0.311,0.292,0.397
0.323,0.288,0.389
0.331,0.287,0.382
0.318,0.289,0.393
0.317,0.290,0.393
0.325,0.289,0.386
0.351,0.276,0.373
0.401,0.261,0.338
0.414,0.263,0.323
0.374,0.260,0.366
0.392,0.248,0.360
0.431,0.275,0.294
0.420,0.274,0.306
0.402,0.283,0.315
0.372,0.281,0.347
0.354,0.282,0.364
0.338,0.284,0.378
0.333,0.285,0.382
0.319,0.290,0.391
0.333,0.286,0.381
0.332,0.286,0.382
0.340,0.286,0.375
0.309,0.292,0.399
0.306,0.293,0.402
0.302,0.294,0.404
0.304,0.293,0.403
0.312,0.291,0.397
0.444,0.258,0.298
0.465,0.259,0.276
0.414,0.274,0.313
0.405,0.277,0.319
0.319,0.296,0.384
0.319,0.300,0.380
0.322,0.299,0.379
0.320,0.292,0.387
0.323,0.292,0.385
0.324,0.291,0.385
0.329,0.288,0.383
0.331,0.286,0.383
0.339,0.285,0.377
0.342,0.284,0.373
0.307,0.293,0.400
0.308,0.292,0.400
0.313,0.292,0.394
0.318,0.290,0.391
0.317,0.291,0.392
0.433,0.263,0.304
0.397,0.308,0.296
0.368,0.286,0.346
0.358,0.300,0.342
0.327,0.296,0.377
0.332,0.295,0.374
0.313,0.296,0.391
0.313,0.300,0.387
0.308,0.302,0.389
0.308,0.303,0.389
0.303,0.304,0.393
0.303,0.304,0.393
0.320,0.299,0.381
0.309,0.303,0.388
0.315,0.302,0.383
0.298,0.308,0.394
0.306,0.305,0.389
0.309,0.304,0.386
0.308,0.305,0.387
0.316,0.302,0.382
0.341,0.294,0.364
0.344,0.293,0.363
0.351,0.294,0.354
0.368,0.302,0.330
0.351,0.326,0.323
0.384,0.309,0.308
0.395,0.320,0.284
0.349,0.295,0.356
0.356,0.290,0.354
0.373,0.284,0.343
0.322,0.300,0.379
0.307,0.304,0.389
0.311,0.303,0.386
0.305,0.304,0.391
0.302,0.305,0.394
0.304,0.304,0.392
0.303,0.305,0.392
0.306,0.303,0.391
0.309,0.302,0.389
0.310,0.302,0.388
0.307,0.302,0.391
0.308,0.301,0.391
0.311,0.300,0.389
0.317,0.298,0.385
0.324,0.295,0.380
0.328,0.295,0.377
0.336,0.293,0.372
0.340,0.291,0.369
0.354,0.287,0.358
0.349,0.289,0.362
0.398,0.274,0.328
0.398,0.274,0.328
0.391,0.281,0.328
0.334,0.297,0.369
0.332,0.297,0.371
0.327,0.297,0.376
0.328,0.295,0.376
0.328,0.294,0.378
0.326,0.294,0.379
0.326,0.294,0.379
0.324,0.295,0.381
0.326,0.295,0.380
0.325,0.295,0.380
0.326,0.295,0.380
0.327,0.294,0.379
0.328,0.294,0.378
0.329,0.294,0.377
0.327,0.294,0.379
0.327,0.295,0.378
0.328,0.294,0.378
0.328,0.294,0.378
0.328,0.295,0.377
0.329,0.294,0.376
0.333,0.293,0.375
0.339,0.291,0.370
0.352,0.288,0.361
0.346,0.289,0.365
0.342,0.291,0.367
0.353,0.288,0.359
0.357,0.286,0.357
0.390,0.276,0.333
0.430,0.264,0.307
0.367,0.285,0.348
0.350,0.291,0.358
0.354,0.290,0.355
0.342,0.292,0.366
0.335,0.293,0.372
0.335,0.292,0.373
0.334,0.293,0.373
0.333,0.293,0.374
0.333,0.293,0.374
0.333,0.293,0.374
0.335,0.292,0.373
0.333,0.293,0.374
0.334,0.292,0.374
0.333,0.293,0.374
0.332,0.293,0.375
0.333,0.292,0.375
0.331,0.293,0.375
0.333,0.293,0.375
0.332,0.293,0.375
0.333,0.292,0.375
0.333,0.293,0.374
0.339,0.291,0.370
0.335,0.292,0.373
0.340,0.291,0.369
0.345,0.291,0.364
0.340,0.291,0.369
0.377,0.282,0.341
0.406,0.271,0.322
0.423,0.266,0.310
0.429,0.267,0.304
0.401,0.273,0.326
0.381,0.287,0.332
0.350,0.292,0.358
0.351,0.289,0.360
0.339,0.290,0.371
0.333,0.292,0.375
0.338,0.290,0.371
0.335,0.291,0.374
0.336,0.291,0.373
0.335,0.292,0.373
0.340,0.290,0.370
0.337,0.292,0.372
0.335,0.291,0.373
0.334,0.292,0.374
0.334,0.292,0.374
0.332,0.292,0.376
0.332,0.292,0.377
0.333,0.291,0.376
0.335,0.289,0.375
0.337,0.289,0.374
0.336,0.289,0.375
0.336,0.289,0.375
0.350,0.286,0.364
0.354,0.286,0.360
0.341,0.289,0.370
0.353,0.287,0.360
0.355,0.287,0.358
0.375,0.281,0.344
0.352,0.285,0.363
0.367,0.284,0.349
0.347,0.287,0.366
0.341,0.286,0.373
0.334,0.288,0.378
0.336,0.287,0.377
0.332,0.287,0.380
0.329,0.289,0.382
0.330,0.289,0.381
0.331,0.289,0.380
0.329,0.290,0.381
0.331,0.289,0.380
0.329,0.289,0.382
0.329,0.289,0.382
0.332,0.289,0.380
0.329,0.290,0.381
0.329,0.290,0.381
0.328,0.290,0.381
0.327,0.291,0.382
0.328,0.290,0.382
0.328,0.290,0.382
0.330,0.289,0.381
0.331,0.289,0.380
0.334,0.288,0.378
0.335,0.288,0.377
0.331,0.289,0.380
0.331,0.289,0.380
0.331,0.289,0.380
0.330,0.290,0.380
0.331,0.290,0.380
0.330,0.289,0.381
0.328,0.290,0.382
0.327,0.290,0.383
0.323,0.292,0.385
0.323,0.293,0.384
0.324,0.293,0.383
0.324,0.294,0.381
0.323,0.294,0.383
0.322,0.294,0.384
0.322,0.294,0.385
0.321,0.293,0.386
0.321,0.293,0.386
0.319,0.292,0.388
0.317,0.293,0.390
0.314,0.293,0.393
0.312,0.292,0.396
0.311,0.291,0.398
0.311,0.291,0.398
0.311,0.291,0.398
0.311,0.290,0.399
0.311,0.289,0.400
0.313,0.288,0.399
0.316,0.288,0.396
0.317,0.290,0.393
0.317,0.292,0.391
0.320,0.293,0.388
0.318,0.297,0.385
0.317,0.297,0.386
0.316,0.302,0.382
0.317,0.305,0.377
0.316,0.309,0.375
0.313,0.313,0.373
0.311,0.316,0.373
0.307,0.318,0.375
0.305,0.323,0.372
0.299,0.328,0.372
0.302,0.328,0.371
0.309,0.330,0.362
0.312,0.338,0.351
0.312,0.344,0.344
0.321,0.339,0.339
0.333,0.333,0.333
0.340,0.340,0.319
0.341,0.341,0.318
0.341,0.341,0.317
0.342,0.342,0.316
0.353,0.353,0.294
0.364,0.333,0.303
0.367,0.333,0.300
0.393,0.321,0.286
0.400,0.320,0.280
0.417,0.333,0.250
0.409,0.318,0.273
0.450,0.300,0.250
0.421,0.316,0.263
0.471,0.294,0.235
0.437,0.312,0.250
0.400,0.333,0.267
0.462,0.308,0.231
0.462,0.308,0.231
0.400,0.333,0.267
0.437,0.312,0.250
0.409,0.318,0.273
0.440,0.320,0.240
0.435,0.304,0.261
0.423,0.308,0.269
0.400,0.333,0.267
0.389,0.333,0.278
0.395,0.316,0.289
0.385,0.333,0.282
0.385,0.333,0.282
0.412,0.324,0.265
0.406,0.344,0.250
0.400,0.333,0.267
0.407,0.333,0.259
0.407,0.333,0.259
0.407,0.333,0.259
0.440,0.320,0.240
0.462,0.308,0.231
0.440,0.320,0.240
0.440,0.320,0.240
0.462,0.308,0.231
0.462,0.308,0.231
0.458,0.292,0.250
0.440,0.320,0.240
0.462,0.308,0.231
0.448,0.310,0.241
0.448,0.310,0.241
0.448,0.310,0.241
0.444,0.296,0.259
0.462,0.308,0.231
0.462,0.308,0.231
0.462,0.308,0.231
0.440,0.320,0.240
0.458,0.292,0.250
0.440,0.320,0.240
0.440,0.320,0.240
0.462,0.308,0.231
0.462,0.308,0.231
0.462,0.308,0.231
0.464,0.286,0.250
0.464,0.286,0.250
0.448,0.310,0.241
0.448,0.310,0.241
0.448,0.310,0.241
0.467,0.300,0.233
0.467,0.300,0.233
0.452,0.290,0.258
0.467,0.300,0.233
0.448,0.310,0.241
0.448,0.310,0.241
0.464,0.286,0.250
0.444,0.296,0.259
0.444,0.296,0.259
0.440,0.320,0.240
0.458,0.292,0.250
0.435,0.304,0.261
0.455,0.318,0.227
0.450,0.300,0.250
0.450,0.300,0.250
0.450,0.300,0.250
0.444,0.333,0.222
0.444,0.333,0.222
0.437,0.312,0.250
0.437,0.312,0.250
0.429,0.357,0.214
0.548,0.303,0.150
0.526,0.263,0.211
0.543,0.257,0.200
0.500,0.265,0.235
0.529,0.255,0.216
0.556,0.236,0.208
0.556,0.236,0.208
0.603,0.222,0.175
0.539,0.237,0.224
0.500,0.273,0.227
0.478,0.313,0.209
0.451,0.353,0.196
0.460,0.340,0.200
0.451,0.333,0.216
0.458,0.312,0.229
0.478,0.283,0.239
0.479,0.271,0.250
0.500,0.259,0.241
0.506,0.259,0.235
0.540,0.258,0.202
0.562,0.222,0.215
0.549,0.232,0.220
0.533,0.253,0.213
0.526,0.256,0.218
0.515,0.258,0.227
0.500,0.274,0.226
0.465,0.302,0.233
0.534,0.254,0.212
0.539,0.247,0.213
0.519,0.266,0.215
0.500,0.269,0.231
0.506,0.265,0.229
0.429,0.286,0.286
0.400,0.300,0.300
0.437,0.281,0.281
0.508,0.254,0.238
0.551,0.222,0.228
0.541,0.233,0.226
0.527,0.245,0.228
0.519,0.248,0.233
0.520,0.243,0.237
0.518,0.244,0.237
0.516,0.245,0.239
0.513,0.248,0.239
0.516,0.250,0.235
0.528,0.237,0.235
0.530,0.243,0.227
0.536,0.235,0.229
0.546,0.219,0.235
0.538,0.230,0.232
0.491,0.251,0.258
0.517,0.236,0.247
0.542,0.235,0.223
0.551,0.228,0.221
0.548,0.230,0.222
0.554,0.225,0.221
0.553,0.222,0.225
0.555,0.217,0.228
0.548,0.219,0.233
0.516,0.232,0.251
0.540,0.237,0.223
0.569,0.225,0.207
0.596,0.211,0.193
0.585,0.211,0.204
0.543,0.231,0.226
0.541,0.233,0.227
0.549,0.227,0.224
0.556,0.223,0.221
0.569,0.216,0.216
0.548,0.232,0.220
0.502,0.244,0.254
0.514,0.231,0.256
0.550,0.219,0.230
0.550,0.225,0.225
0.542,0.239,0.218
0.538,0.246,0.215
0.534,0.250,0.216
0.543,0.245,0.213
0.544,0.235,0.221
0.536,0.250,0.214
0.529,0.255,0.216
0.524,0.262,0.214
0.514,0.286,0.200
0.500,0.300,0.200
0.481,0.296,0.222
0.500,0.292,0.208
0.476,0.286,0.238
0.450,0.300,0.250
0.421,0.316,0.263
0.389,0.333,0.278
0.437,0.312,0.250
0.400,0.333,0.267
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.421,0.316,0.263
0.476,0.286,0.238
0.500,0.269,0.231
0.500,0.281,0.219
0.513,0.256,0.231
0.522,0.261,0.217
0.527,0.255,0.218
0.538,0.246,0.215
0.539,0.250,0.211
0.542,0.253,0.205
0.541,0.245,0.214
0.549,0.239,0.212
0.558,0.230,0.212
0.562,0.231,0.208
0.566,0.231,0.203
0.575,0.224,0.201
0.579,0.225,0.196
0.584,0.220,0.196
0.593,0.214,0.193
0.605,0.208,0.186
0.611,0.205,0.183
0.607,0.207,0.186
0.588,0.210,0.202
0.574,0.212,0.213
0.499,0.221,0.281
0.497,0.219,0.283
0.554,0.220,0.226
0.587,0.212,0.201
0.597,0.210,0.193
0.571,0.229,0.200
0.558,0.238,0.204
0.551,0.238,0.211
0.544,0.243,0.213
0.540,0.248,0.212
0.539,0.247,0.213
0.545,0.239,0.216
0.543,0.243,0.214
0.533,0.250,0.217
0.529,0.255,0.216
0.511,0.267,0.222
0.526,0.263,0.211
0.500,0.281,0.219
0.481,0.296,0.222
0.476,0.286,0.238
0.421,0.316,0.263
0.400,0.333,0.267
0.357,0.357,0.286
0.385,0.308,0.308
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.400,0.333,0.267
0.421,0.316,0.263
0.450,0.300,0.250
0.500,0.292,0.208
0.500,0.286,0.214
0.515,0.273,0.212
0.526,0.263,0.211
0.523,0.250,0.227
0.526,0.246,0.228
0.538,0.246,0.215
0.541,0.247,0.212
0.545,0.245,0.209
0.538,0.244,0.218
0.542,0.243,0.215
0.547,0.238,0.215
0.542,0.237,0.221
0.538,0.238,0.224
0.538,0.239,0.223
0.540,0.237,0.223
0.531,0.238,0.231
0.535,0.237,0.228
0.532,0.236,0.232
0.529,0.237,0.234
0.523,0.236,0.241
0.517,0.239,0.244
0.522,0.240,0.238
0.521,0.242,0.236
0.543,0.232,0.225
0.558,0.222,0.220
0.582,0.210,0.207
0.590,0.208,0.201
0.593,0.208,0.199
0.587,0.211,0.202
0.575,0.216,0.210
0.559,0.220,0.221
0.552,0.225,0.222
0.544,0.234,0.222
0.536,0.239,0.224
0.536,0.238,0.226
0.539,0.235,0.225
0.537,0.238,0.225
0.533,0.241,0.226
0.533,0.242,0.225
0.538,0.238,0.224
0.534,0.229,0.237
0.493,0.226,0.281
0.499,0.236,0.266
0.492,0.235,0.274
0.505,0.224,0.270
0.535,0.237,0.227
0.563,0.219,0.219
0.576,0.217,0.207
0.534,0.239,0.228
0.540,0.230,0.230
0.545,0.242,0.212
0.531,0.248,0.221
0.537,0.250,0.213
0.543,0.245,0.213
0.528,0.250,0.222
0.533,0.250,0.217
0.528,0.245,0.226
0.521,0.250,0.229
0.512,0.256,0.233
0.514,0.270,0.216
0.515,0.273,0.212
0.500,0.281,0.219
0.500,0.273,0.227
0.421,0.316,0.263
0.437,0.312,0.250
0.400,0.333,0.267
0.333,0.333,0.333
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.364,0.364,0.273
0.364,0.364,0.273
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.458,0.292,0.250
0.500,0.281,0.219
0.525,0.275,0.200
0.513,0.256,0.231
0.522,0.261,0.217
0.520,0.260,0.220
0.519,0.259,0.222
0.533,0.250,0.217
0.533,0.253,0.213
0.544,0.244,0.211
0.545,0.242,0.212
0.545,0.248,0.208
0.543,0.241,0.216
0.542,0.244,0.214
0.549,0.241,0.210
0.550,0.236,0.215
0.551,0.233,0.216
0.553,0.237,0.210
0.551,0.239,0.211
0.545,0.236,0.219
0.529,0.231,0.240
0.521,0.231,0.248
0.513,0.239,0.248
0.507,0.255,0.238
0.513,0.264,0.223
0.525,0.263,0.211
0.512,0.257,0.231
0.485,0.240,0.276
0.485,0.234,0.281
0.471,0.242,0.287
0.468,0.243,0.289
0.473,0.240,0.287
0.457,0.235,0.308
0.483,0.245,0.272
0.491,0.261,0.248
0.507,0.268,0.225
0.513,0.273,0.214
0.529,0.255,0.216
0.526,0.255,0.219
0.509,0.262,0.230
0.519,0.243,0.238
0.529,0.229,0.242
0.523,0.231,0.246
0.544,0.234,0.222
0.553,0.229,0.218
0.556,0.237,0.208
0.551,0.241,0.209
0.544,0.243,0.213
0.540,0.246,0.214
0.542,0.243,0.215
0.536,0.247,0.216
0.541,0.247,0.212
0.538,0.246,0.215
0.536,0.250,0.214
0.532,0.255,0.213
0.525,0.250,0.225
0.514,0.270,0.216
0.484,0.290,0.226
0.500,0.286,0.214
0.480,0.280,0.240
0.429,0.286,0.286
0.412,0.353,0.235
0.389,0.333,0.278
0.389,0.333,0.278
0.421,0.316,0.263
0.450,0.300,0.250
0.435,0.304,0.261
0.458,0.292,0.250
0.481,0.296,0.222
0.500,0.286,0.214
0.500,0.281,0.219
0.515,0.273,0.212
0.514,0.270,0.216
0.512,0.268,0.220
0.532,0.255,0.213
0.526,0.246,0.228
0.538,0.246,0.215
0.542,0.236,0.222
0.547,0.240,0.213
0.539,0.247,0.213
0.544,0.243,0.214
0.544,0.240,0.216
0.541,0.233,0.226
0.547,0.224,0.229
0.542,0.222,0.236
0.535,0.223,0.242
0.536,0.235,0.230
0.519,0.248,0.234
0.509,0.257,0.234
0.495,0.281,0.224
0.489,0.255,0.257
0.488,0.240,0.272
0.487,0.226,0.287
0.505,0.221,0.275
0.541,0.217,0.242
0.528,0.219,0.253
0.528,0.218,0.254
0.521,0.250,0.229
0.509,0.258,0.233
0.523,0.242,0.236
0.538,0.234,0.227
0.541,0.237,0.222
0.551,0.230,0.219
0.552,0.234,0.214
0.550,0.244,0.206
0.541,0.248,0.211
0.533,0.244,0.222
0.523,0.244,0.233
0.515,0.250,0.235
0.516,0.258,0.226
0.519,0.259,0.222
0.500,0.273,0.227
0.500,0.275,0.225
0.486,0.286,0.229
0.486,0.286,0.229
0.485,0.273,0.242
0.485,0.273,0.242
0.485,0.273,0.242
0.485,0.273,0.242
0.484,0.290,0.226
0.464,0.286,0.250
0.481,0.296,0.222
0.480,0.280,0.240
0.500,0.292,0.208
0.478,0.304,0.217
0.478,0.304,0.217
0.500,0.269,0.231
0.481,0.259,0.259
0.500,0.267,0.233
0.500,0.267,0.233
0.500,0.267,0.233
0.500,0.250,0.250
0.516,0.258,0.226
0.500,0.250,0.250
0.500,0.250,0.250
0.500,0.267,0.233
0.500,0.265,0.235
0.500,0.265,0.235
0.515,0.242,0.242
0.514,0.257,0.229
0.515,0.242,0.242
0.500,0.250,0.250
0.500,0.265,0.235
0.469,0.281,0.250
0.483,0.276,0.241
0.483,0.276,0.241
0.500,0.269,0.231
0.500,0.273,0.227
0.476,0.286,0.238
0.450,0.300,0.250
0.471,0.294,0.235
0.437,0.312,0.250
0.467,0.267,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.375,0.312,0.312
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.444,0.278,0.278
0.444,0.278,0.278
0.412,0.294,0.294
0.375,0.312,0.312
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.437,0.312,0.250
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.429,0.286,0.286
0.400,0.333,0.267
0.444,0.333,0.222
0.450,0.300,0.250
0.476,0.286,0.238
0.476,0.286,0.238
0.476,0.286,0.238
0.476,0.286,0.238
0.458,0.292,0.250
0.458,0.292,0.250
0.478,0.261,0.261
0.480,0.280,0.240
0.480,0.280,0.240
0.481,0.259,0.259
0.500,0.269,0.231
0.481,0.259,0.259
0.500,0.250,0.250
0.517,0.241,0.241
0.500,0.250,0.250
0.517,0.241,0.241
0.500,0.267,0.233
0.516,0.258,0.226
0.516,0.258,0.226
0.516,0.258,0.226
0.516,0.258,0.226
0.517,0.241,0.241
0.533,0.233,0.233
0.533,0.233,0.233
0.517,0.241,0.241
0.517,0.241,0.241
0.500,0.250,0.250
0.500,0.269,0.231
0.500,0.269,0.231
0.500,0.269,0.231
0.480,0.280,0.240
0.500,0.273,0.227
0.500,0.273,0.227
0.500,0.273,0.227
0.526,0.263,0.211
0.467,0.267,0.267
0.429,0.286,0.286
0.308,0.385,0.308
0.333,0.333,0.333
0.308,0.385,0.308
0.308,0.385,0.308
0.308,0.385,0.308
0.308,0.385,0.308
0.308,0.385,0.308
0.308,0.385,0.308
0.333,0.333,0.333
0.385,0.308,0.308
0.308,0.385,0.308
0.385,0.308,0.308
0.333,0.333,0.333
0.385,0.308,0.308
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.385,0.308,0.308
0.308,0.385,0.308
0.333,0.333,0.333
0.308,0.385,0.308
0.357,0.357,0.286
0.308,0.385,0.308
0.308,0.385,0.308
0.308,0.385,0.308
0.286,0.357,0.357
0.333,0.333,0.333
0.333,0.333,0.333
0.308,0.308,0.385
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.385,0.308,0.308
0.429,0.286,0.286
0.437,0.250,0.312
0.444,0.278,0.278
0.444,0.278,0.278
0.476,0.286,0.238
0.478,0.261,0.261
0.500,0.250,0.250
0.520,0.240,0.240
0.538,0.231,0.231
0.520,0.240,0.240
0.500,0.269,0.231
0.500,0.250,0.250
0.500,0.250,0.250
0.500,0.250,0.250
0.500,0.250,0.250
0.500,0.250,0.250
0.519,0.222,0.259
0.500,0.250,0.250
0.538,0.231,0.231
0.552,0.241,0.207
0.552,0.241,0.207
0.536,0.250,0.214
0.517,0.276,0.207
0.500,0.286,0.214
0.500,0.269,0.231
0.480,0.280,0.240
0.458,0.292,0.250
0.478,0.261,0.261
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.476,0.286,0.238
0.476,0.286,0.238
0.450,0.300,0.250
0.450,0.300,0.250
0.524,0.238,0.238
0.437,0.250,0.312
0.467,0.267,0.267
0.429,0.286,0.286
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.467,0.267,0.267
0.467,0.267,0.267
0.467,0.267,0.267
0.444,0.278,0.278
0.429,0.286,0.286
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.429,0.286,0.286
0.467,0.267,0.267
0.467,0.267,0.267
0.467,0.267,0.267
0.429,0.286,0.286
0.429,0.286,0.286
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.429,0.286,0.286
0.467,0.267,0.267
0.437,0.312,0.250
0.471,0.294,0.235
0.500,0.278,0.222
0.500,0.278,0.222
0.500,0.300,0.200
0.500,0.273,0.227
0.500,0.273,0.227
0.500,0.273,0.227
0.500,0.269,0.231
0.519,0.259,0.222
0.517,0.276,0.207
0.500,0.267,0.233
0.500,0.267,0.233
0.500,0.281,0.219
0.500,0.267,0.233
0.483,0.276,0.241
0.500,0.269,0.231
0.421,0.316,0.263
0.476,0.286,0.238
0.516,0.258,0.226
0.537,0.244,0.220
0.541,0.243,0.216
0.548,0.238,0.214
0.548,0.238,0.214
0.526,0.237,0.237
0.535,0.233,0.233
0.528,0.250,0.222
0.528,0.250,0.222
0.538,0.231,0.231
0.528,0.250,0.222
0.529,0.235,0.235
0.537,0.244,0.220
0.529,0.235,0.235
0.515,0.242,0.242
0.537,0.244,0.220
0.531,0.250,0.219
0.531,0.250,0.219
0.543,0.229,0.229
0.529,0.235,0.235
0.543,0.229,0.229
0.529,0.235,0.235
0.545,0.242,0.212
0.543,0.229,0.229
0.531,0.250,0.219
0.543,0.229,0.229
0.517,0.241,0.241
0.519,0.259,0.222
0.500,0.273,0.227
0.467,0.267,0.267
0.385,0.308,0.308
0.385,0.308,0.308
0.429,0.286,0.286
0.400,0.333,0.267
0.400,0.333,0.267
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.385,0.385,0.231
0.357,0.357,0.286
0.400,0.333,0.267
0.400,0.333,0.267
0.385,0.308,0.308
0.500,0.278,0.222
0.564,0.231,0.205
0.540,0.240,0.220
0.563,0.225,0.211
0.529,0.230,0.241
0.521,0.223,0.255
0.523,0.225,0.252
0.536,0.227,0.236
0.523,0.234,0.242
0.514,0.232,0.254
0.531,0.281,0.187
0.417,0.292,0.292
0.552,0.242,0.206
0.554,0.242,0.203
0.556,0.241,0.203
0.555,0.244,0.202
0.553,0.246,0.201
0.553,0.241,0.207
0.555,0.236,0.210
0.563,0.221,0.216
0.562,0.219,0.219
0.558,0.228,0.214
0.550,0.237,0.214
0.542,0.240,0.218
0.542,0.241,0.217
0.543,0.241,0.215
0.546,0.241,0.213
0.549,0.239,0.212
0.551,0.237,0.213
0.557,0.226,0.217
0.561,0.220,0.220
0.566,0.221,0.214
0.565,0.227,0.208
0.562,0.231,0.207
0.561,0.235,0.204
0.556,0.242,0.203
0.556,0.242,0.203
0.552,0.242,0.206
0.545,0.247,0.208
0.542,0.247,0.211
0.540,0.248,0.212
0.542,0.248,0.209
0.541,0.250,0.209
0.541,0.248,0.210
0.546,0.247,0.207
